cities,name,url,note,point fort,latitude,longitude
Collioure,Les Suites de Collioure,https://www.booking.com/hotel/fr/les-suites-de-collioure.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.3,"['Parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Dining table', 'Coffee machine', 'Toaster', 'Stovetop', 'Oven', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Washing machine', 'Dishwasher', 'Microwave', 'Refrigerator', 'Extra long beds (> 6.5 ft)', 'Towels', 'Private Bathroom', 'Free toiletries', 'Hairdryer', 'Shower', 'Dining area', 'Flat-screen TV', 'Radio', 'Telephone', 'Soundproof', 'Packed lunches', 'Tea/Coffee maker', 'Private apartment in building', 'Invoice provided', 'Private check-in/out', 'Express check-in/out', 'Air conditioning', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Family rooms', 'Non-smoking rooms', 'Fire extinguishers', 'CCTV in common areas', 'Key access', 'Safe', 'Catalan', 'English', 'Spanish', 'French']",42.5244,3.0827
Collioure,Hotel Méditerranée,https://www.booking.com/hotel/fr/mediterranee-collioure.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,7.8,"['Private parking', 'Air conditioning', 'Balcony', 'Garden', 'Terrace', 'Tennis court', 'Free WiFi', 'Pet friendly', 'Shared lounge/TV area', 'Heating', 'Private parking', 'Air conditioning', 'Balcony', 'Garden', 'Terrace', 'Tennis court', 'Free WiFi', 'Pet friendly', 'Shared lounge/TV area', 'Heating', 'Toilet paper', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Wardrobe or closet', 'Outdoor furniture', 'Sun deck', 'Balcony', 'Terrace', 'Garden', 'Refrigerator', 'Socket near the bed', 'Walking tours', 'Beach', 'Snorkeling', 'Horseback riding', 'Diving', 'Hiking', 'Canoeing', 'Windsurfing', 'Casino', 'Fishing', 'Tennis court', 'Flat-screen TV', 'Satellite channels', 'Telephone', 'TV', 'Breakfast in the room', 'Parking garage', 'Daily housekeeping', 'Shared lounge/TV area', 'Baggage storage', 'Wake-up service', 'Fax/Photocopying', 'Invoice provided', 'Fire extinguishers', 'Smoke alarms', 'Safe', 'Air conditioning', 'Smoke-free property', 'Heating', 'Non-smoking rooms', 'Upper floors accessible by stairs only', 'Solarium', 'English', 'Spanish', 'French']",42.5271,3.0803
Collioure,Le Madeloc Hôtel & Spa,https://www.booking.com/hotel/fr/madeloc.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.0,"['Outdoor swimming pool', 'Private Parking', 'Spa', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Wonderful Breakfast', 'Outdoor swimming pool', 'Private Parking', 'Spa', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Wonderful Breakfast', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower', 'Wardrobe or closet', 'Walk-in closet', 'Outdoor furniture', 'Sun deck', 'Balcony', 'Terrace', 'Garden', 'Electric kettle', 'Socket near the bed', 'Desk', 'Flat-screen TV', 'Satellite channels', 'Telephone', 'TV', 'Coffee house on site', 'Wine/Champagne', 'Special diet meals (on request)', 'Snack bar', 'Breakfast in the room', 'Tea/Coffee maker', 'Electric vehicle charging station', 'Daily housekeeping', 'Concierge', 'Baggage storage', 'Fax/Photocopying', 'Laundry', '24-hour front desk', 'Room service', 'Invoice provided', 'Board games/Puzzles', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', 'Key access', '24-hour security', 'Safe', 'Designated smoking area', 'Air conditioning', 'Smoke-free property', 'Hypoallergenic room available', 'Heating', 'Soundproof', 'Laptop safe', 'Soundproof rooms', 'Family rooms', 'Facilities for disabled guests', 'Non-smoking rooms', 'Lowered sink', 'Raised toilet', 'Toilet with grab rails', 'Wheelchair accessible', 'Seasonal', 'Pool is on rooftop', 'Pool with view', 'Full-body massage', 'Hand massage', 'Head massage', ""Couples' massage"", 'Foot massage', 'Neck massage', 'Back massage', 'Spa/Wellness packages', 'Spa lounge/Relaxation area', 'Steam room', 'Spa facilities', 'Body wrap', 'Body scrub', 'Body treatments', 'Pedicure', 'Manicure', 'Makeup services', 'Waxing services', 'Facial treatments', 'Beauty services', 'Beach umbrellas', 'Beach chairs/Loungers', 'Turkish/Steam Bath', 'Hot tub/Jacuzzi', 'Massage', 'Spa', 'Solarium', 'English', 'Spanish', 'French']",42.5288,3.0787
Collioure,Les Roches Brunes,https://www.booking.com/hotel/fr/les-roches-brunes-collioure.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,9.1,"['Free parking', 'Restaurant', 'Family rooms', 'Non-smoking rooms', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast', 'Free parking', 'Restaurant', 'Family rooms', 'Non-smoking rooms', 'Terrace', 'Tea/Coffee Maker in All Rooms', 'Bar', 'Very Good Breakfast', 'Private Bathroom', 'Shower', 'Ocean view', 'View', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden', 'Flat-screen TV', 'Bar', 'Restaurant', 'Tea/Coffee maker', 'Accessible parking', 'Concierge', 'Fax/Photocopying', 'Express check-in/out', 'Babysitting/Child services', 'Invoice provided', 'Board games/Puzzles', 'Fire extinguishers', '24-hour security', 'Safe', 'Air conditioning', 'Elevator', 'Heating', 'Fan', 'Family rooms', 'Non-smoking rooms', 'Upper floors accessible by elevator', 'Personal trainer', 'Yoga classes', 'Full-body massage', 'Spa lounge/Relaxation area', 'Facial treatments', 'Beauty services', 'Beach umbrellas', 'Beach chairs/Loungers', 'Massage', 'Solarium', 'English', 'Spanish', 'French']",42.5253,3.0903
Collioure,La Frégate,https://www.booking.com/hotel/fr/la-fra-c-gate-collioure.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from=searchresults#hotelTmpl,8.3,"['Restaurant', 'Non-smoking rooms', 'Terrace', 'Bar', 'Excellent Breakfast', 'Restaurant', 'Non-smoking rooms', 'Terrace', 'Bar', 'Excellent Breakfast', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Walking tours', 'Hiking', 'Coffee house on site', 'Wine/Champagne', ""Kids' meals"", 'Special diet meals (on request)', 'Breakfast in the room', 'Bar', 'Restaurant', 'Pet bowls', 'Daily housekeeping', 'Shared lounge/TV area', 'Fax/Photocopying', 'Fire extinguishers', 'CCTV outside property', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', '24-hour security', 'Air conditioning', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Elevator', 'Non-smoking rooms', 'English', 'Spanish', 'French']",42.5264,3.0833
Collioure,Le Mas des Citronniers,https://www.booking.com/hotel/fr/lesmasdescitronniers.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from=searchresults#hotelTmpl,8.2,"['Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Room service', 'Good Breakfast', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Room service', 'Good Breakfast', 'Toilet paper', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Linens', 'Wardrobe or closet', 'Refrigerator', 'Socket near the bed', 'Walking tours', 'Hiking', 'Canoeing', 'Desk', 'Flat-screen TV', 'Satellite channels', 'Telephone', 'TV', 'Breakfast in the room', 'Strollers', 'Daily housekeeping', 'Shared lounge/TV area', 'Baggage storage', 'Fax/Photocopying', '24-hour front desk', 'Room service', 'Fire extinguishers', 'Smoke alarms', 'Safe', 'Air conditioning', 'Smoke-free property', 'Heating', 'Private entrance', 'Family rooms', 'Non-smoking rooms', 'English', 'French']",42.5254,3.0826
Bayeux,"Duplex 1er étage résidence ""Pouchkine"" centre Bayeux jardin aménagé commun proche des plages du débarquement parking gratuit à proximité",https://www.booking.com/hotel/fr/le-pouchkine.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from=searchresults#hotelTmpl,,"['Free WiFi', 'Non-smoking rooms', 'Free WiFi', 'Non-smoking rooms', 'Dining table', 'Coffee machine', 'Cleaning products', 'Toaster', 'Stovetop', 'Oven', 'Kitchenware', 'Electric kettle', 'Washing machine', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenette', 'Linens', 'Wardrobe or closet', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Toilet', 'Hairdryer', 'Dining area', 'Sofa', 'Sitting area', 'Flat-screen TV', 'TV', 'Sofa bed', 'Drying rack for clothing', 'Clothes rack', 'Private entrance', 'Upper floors accessible by stairs only', 'Outdoor dining area', 'Outdoor furniture', 'Terrace', 'Garden', 'Inner courtyard view', 'Garden view', 'View', 'Private apartment in building', 'Detached', 'Invoice provided', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Non-smoking rooms', 'Smoke alarms', 'English', 'French']",49.2789,-0.7087
Collioure,Hôtel La Casa Pairal,https://www.booking.com/hotel/fr/hotelcasapairal.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.9,"['Garden', 'Concierge', 'Heating', 'Outdoor swimming pool', 'Wine/Champagne', 'Pet friendly', 'Private parking', 'Excellent Breakfast', 'Shared lounge/TV area', 'Air conditioning', 'Garden', 'Concierge', 'Heating', 'Outdoor swimming pool', 'Wine/Champagne', 'Pet friendly', 'Private parking', 'Excellent Breakfast', 'Shared lounge/TV area', 'Air conditioning', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Bathrobe', 'Hairdryer', 'Linens', 'Wardrobe or closet', 'Outdoor furniture', 'Sun deck', 'Private pool', 'Terrace', 'Garden', 'Socket near the bed', 'Clothes rack', 'Tour or class about local culture', 'Walking tours', 'Snorkeling', 'Canoeing', 'Desk', 'Flat-screen TV', 'Satellite channels', 'Telephone', 'TV', 'Fruit', 'Wine/Champagne', 'Special diet meals (on request)', 'Breakfast in the room', 'Electric vehicle charging station', 'Invoice provided', 'Private check-in/out', 'Concierge', 'Baggage storage', 'Tour desk', 'Express check-in/out', '24-hour front desk', 'Strollers', 'Baby safety gates', 'Board games/Puzzles', 'Daily housekeeping', 'Fax/Photocopying', 'Fire extinguishers', 'Smoke alarms', '24-hour security', 'Safe', 'Pet bowls', 'Shared lounge/TV area', 'Air conditioning', 'Wake-up service', 'Heating', 'Private entrance', 'Family rooms', 'Non-smoking rooms', 'Wake-up service/Alarm clock', 'Room service', 'Open all year', 'Heated pool', 'Pool/Beach towels', 'Beach chairs/Loungers', 'Yoga classes', 'Beach chairs/Loungers', 'English', 'Spanish', 'French']",42.5262,3.0824
Collioure,Amazing Apartment In Collioure With 2 Bedrooms And Internet,https://www.booking.com/hotel/fr/apartment-saphir.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKn1cOpBsACAdICJDQyMjUxMjc0LWNkODUtNDlmMS04NWQyLTM4MDc4YTg0NGUyM9gCBeACAQ&sid=b91217895d5d522cee81b443837fa3b5&aid=304142&ucfs=1&arphpl=1&dest_id=-1421032&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=8fa53c9416400154&srepoch=1697704618&from=searchresults#hotelTmpl,7.0,"['Free parking', 'Terrace', 'Fitness center', 'Heating', 'Free parking', 'Terrace', 'Fitness center', 'Heating', 'Parking garage', 'Kitchenware', 'Kitchen', 'Washing machine', 'Linens', 'Private Bathroom', 'Toilet', 'Bathtub', 'Shower', 'Desk', 'DVD player', 'TV', 'Private entrance', 'Terrace', 'Fitness center', 'Ocean view', 'Smoke-free property', 'Heating', 'Danish', 'German', 'English', 'Spanish', 'French', 'Croatian', 'Italian', 'Dutch', 'Norwegian', 'Polish', 'Swedish']",42.5262,3.0755
Bayeux,Hôtel d'Argouges,https://www.booking.com/hotel/fr/d-argouges.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.8,"['Free parking', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Airport shuttle', 'Room service', 'Bar', 'Very Good Breakfast', 'Free parking', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Airport shuttle', 'Room service', 'Bar', 'Very Good Breakfast', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Alarm clock', 'Picnic area', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden', 'Bicycle rental', 'Satellite channels', 'Telephone', 'Coffee house on site', 'Fruit', 'Wine/Champagne', 'Snack bar', 'Breakfast in the room', 'Bar', 'Parking garage', 'Accessible parking', 'Invoice provided', 'Private check-in/out', 'Concierge', 'Baggage storage', 'Daily housekeeping', 'Fax/Photocopying', 'Meeting/Banquet facilities', 'Fire extinguishers', 'CCTV in common areas', 'Smoke alarms', 'Security alarm', 'Key card access', 'Key access', '24-hour security', 'Safe', 'Shared lounge/TV area', 'Designated smoking area', 'Smoke-free property', 'Hypoallergenic room available', 'Heating', 'Car rental', 'Soundproof rooms', 'Family rooms', 'Facilities for disabled guests', 'Airport shuttle', 'Non-smoking rooms', 'Room service', 'English', 'French', 'Japanese']",49.279,-0.7084
Bayeux,Tiny house au cœur de Bayeux,https://www.booking.com/hotel/fr/tiny-house-au-coeur-de-bayeux.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from=searchresults#hotelTmpl,9.8,"['Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Parking garage', 'High chair', 'Dining table', 'Coffee machine', 'Cleaning products', 'Toaster', 'Stovetop', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenette', 'Linens', 'Wardrobe or closet', 'Walk-in closet', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Bathtub', 'Shower', 'Dining area', 'Sofa', 'Sitting area', 'Desk', 'Flat-screen TV', 'TV', 'Socket near the bed', 'Drying rack for clothing', 'Fold-up bed', 'Clothes rack', 'Hardwood or parquet floors', 'Soundproof', 'Private entrance', 'Interconnecting room(s) available', 'Fan', 'Ironing facilities', 'Iron', 'Entire unit wheelchair accessible', 'Entire unit located on ground floor', 'Picnic area', 'Outdoor furniture', 'Outdoor dining area', 'Sun deck', 'Patio', 'Balcony', 'Terrace', 'Garden', 'Tea/Coffee maker', 'Horseback riding', 'Bowling', 'Hiking', 'Windsurfing', 'Fishing', 'Tennis court', 'Executive lounge access', 'Inner courtyard view', 'City view', 'Landmark view', 'Garden view', 'View', 'Semi-detached', 'Detached', 'Invoice provided', 'Express check-in/out', 'Babysitting/Child services', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Family rooms', 'Non-smoking rooms', 'Smoke alarms', 'Carbon monoxide detector', 'English']",49.2756,-0.6992
Bayeux,LE LAVOIR Classé 5***** BAYEUX Centre 9 Personnes,https://www.booking.com/hotel/fr/le-lavoir-classe-5-bayeux-centre-9-personnes.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,10.0,"['Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'High chair', 'Dining table', 'Coffee machine', 'Cleaning products', 'Toaster', 'Stovetop', 'Oven', 'Dryer', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Washing machine', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenette', 'Linens', 'Wardrobe or closet', 'Walk-in closet', 'Extra long beds (> 6.5 ft)', 'Toilet paper', 'Towels', 'Towels/Sheets (extra fee)', 'Guest bathroom', 'Bathtub or shower', 'Shared toilet', 'Private Bathroom', 'Toilet', 'Free toiletries', 'Hairdryer', 'Shower', 'Dining area', 'Desk', 'Flat-screen TV', 'Satellite channels', 'TV', 'Socket near the bed', 'Clothes rack', 'Hypoallergenic', 'Hardwood or parquet floors', 'Tile/Marble floor', 'Soundproof', 'Private entrance', 'Interconnecting room(s) available', 'Ironing facilities', 'Iron', 'Entire unit wheelchair accessible', 'Upper floors accessible by stairs only', 'Outdoor furniture', 'Outdoor dining area', 'Sun deck', 'Barbecue', 'BBQ facilities', 'Terrace', 'Garden', 'Locker rooms', 'Foot bath', 'Spa lounge/Relaxation area', 'Beach umbrellas', 'Hot tub/Jacuzzi', 'Tea/Coffee maker', 'Walking tours', 'Horseback riding', 'Bowling', 'Hiking', 'Golf course (within 2 miles)', 'Tennis court', 'River view', 'Landmark view', 'Garden view', 'View', 'Detached', '24-hour front desk', 'Books, DVDs or music for children', 'Board games/puzzles', 'Air conditioning', 'Smoke-free property', 'Heating', 'Soundproof rooms', 'Family rooms', 'Non-smoking rooms', 'Fire extinguishers', 'Smoke alarms', 'Carbon monoxide detector', 'Safe', 'French']",49.2733,-0.701
Bayeux,Apt cosy centre ville Bayeux avec terrasse ou extérieur proche plages du débarquement,https://www.booking.com/hotel/fr/immolidays.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,8.0,"['Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Facilities for disabled guests', 'Street parking', 'High chair', 'Dining table', 'Cleaning products', 'Toaster', 'Stovetop', 'Oven', 'Kitchenware', 'Electric kettle', 'Washing machine', 'Dishwasher', 'Microwave', 'Refrigerator', 'Kitchenette', 'Linens', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Hairdryer', 'Shower', 'Dining area', 'Sofa', 'Sitting area', 'Flat-screen TV', 'CD player', 'Radio', 'TV', 'Socket near the bed', 'Soundproof', 'Private entrance', 'Ironing facilities', 'Iron', 'Outdoor furniture', 'Sun deck', 'Terrace', 'Garden', 'Beach umbrellas', 'Tea/Coffee maker', 'Beach', 'Private apartment in building', 'Invoice provided', 'Lowered sink', 'Raised toilet', 'Toilet with grab rails', 'Wheelchair accessible', 'Smoke-free property', 'Heating', 'Family rooms', 'Facilities for disabled guests', 'Non-smoking rooms', 'English', 'French']",49.2791,-0.7086
Bayeux,Le P'tit Croissant,https://www.booking.com/hotel/fr/le-p-tit-croissant.html?label=gen173nr-1FEgZzZWFyY2goggI46AdIM1gEaKYCiAEBmAExuAEYyAEP2AEB6AEB-AECiAIBqAIEuAKm1cOpBsACAdICJDU0OTQ2N2ZkLWVmNDEtNDY3YS1iZmRhLWRhOTg5ZmEyZmZkZNgCBeACAQ&sid=17b9acf5a91615368c930a8f01ce4673&aid=304142&ucfs=1&arphpl=1&dest_id=-1410836&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=6d713c94a7190081&srepoch=1697704618&from=searchresults#hotelTmpl,8.0,"['Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'Free parking', 'Free WiFi', 'Family rooms', 'Non-smoking rooms', 'High chair', 'Dining table', 'Coffee machine', 'Toaster', 'Stovetop', 'Oven', 'Kitchenware', 'Electric kettle', 'Kitchen', 'Microwave', 'Refrigerator', 'Linens', 'Wardrobe or closet', 'Extra long beds (> 6.5 ft)', 'Toilet paper', 'Towels', 'Bathtub or shower', 'Private Bathroom', 'Toilet', 'Hairdryer', 'Bathtub', 'Shower', 'Dining area', 'Flat-screen TV', 'TV', 'Socket near the bed', 'Hardwood or parquet floors', 'Heating', 'Upper floors accessible by stairs only', 'Tea/Coffee maker', 'City view', 'Private apartment in building', 'Books, DVDs or music for children', 'Smoke-free property', 'Family rooms', 'Non-smoking rooms', 'Smoke alarms', 'English']",49.2763,-0.6993
